"yearweek","q3","q1","q2","survey_date","total_attacks","attacks_located_IL","attacks_located_yesha","attacks_target_civilian","attacks_target_security_forces","total_killed","killed_located_IL","killed_located_yesha","killed_target_civilian","killed_target_security_forces","intifada","mean(temperature)","mean(humidity)","week_range"
"2004-W51",NA,NA,NA,NA,2,1,1,2,0,2,1,1,2,0,1,12.8892857142857,78.8392857142857,"2004-12-19 UTC--2004-12-25 UTC"
"2004-W52",1.87861271676301,2.8150289017341,3.51637764932563,2004-12-29,0,0,0,0,0,0,0,0,0,0,1,13.2604166666667,75.4375,NA
"2005-W00",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,14.15,81.125,NA
"2005-W01",NA,NA,NA,NA,3,2,1,3,0,4,2,2,4,0,1,12.4464285714286,79.3392857142857,"2005-01-02 UTC--2005-01-08 UTC"
"2005-W02",NA,NA,NA,NA,3,1,2,3,0,8,1,7,8,0,1,11.8035714285714,70.1071428571429,"2005-01-09 UTC--2005-01-15 UTC"
"2005-W03",NA,NA,NA,NA,1,0,1,1,0,1,0,1,1,0,1,11.265306122449,75.5918367346939,"2005-01-16 UTC--2005-01-22 UTC"
"2005-W04",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,13.8071428571429,69.4642857142857,NA
"2005-W05",1.78149606299213,2.75590551181102,3.27952755905512,2005-01-31,0,0,0,0,0,0,0,0,0,0,1,13.6946428571429,74,NA
"2005-W06",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,9.72321428571429,79.4821428571429,NA
"2005-W07",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,14.9636363636364,67.0363636363636,NA
"2005-W08",NA,NA,NA,NA,1,1,0,1,0,5,5,0,5,0,0,14.0839285714286,79.4464285714286,"2005-02-20 UTC--2005-02-26 UTC"
"2005-W09",1.84842519685039,2.76771653543307,3.29527559055118,2005-02-27,0,0,0,0,0,0,0,0,0,0,0,17.1964285714286,59.875,NA
"2005-W10",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,15.5142857142857,73.2321428571429,NA
"2005-W11",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,13.6714285714286,73.4821428571429,NA
"2005-W12",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,14.5785714285714,72.0357142857143,NA
"2005-W13",1.86105675146771,2.73385518590998,3.3307240704501,2005-03-31,0,0,0,0,0,0,0,0,0,0,0,17.0910714285714,70.7678571428571,NA
"2005-W14",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,16.775,65.4642857142857,NA
"2005-W15",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,20.5708333333333,59.9791666666667,NA
"2005-W16",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,21.3053571428571,61.9464285714286,NA
"2005-W17",1.95266272189349,2.82248520710059,3.33727810650888,2005-04-30,0,0,0,0,0,0,0,0,0,0,0,18.0767857142857,74.0535714285714,NA
"2005-W18",NA,NA,NA,NA,1,0,1,0,1,1,0,1,0,1,0,18.7410714285714,71.1071428571429,"2005-05-01 UTC--2005-05-07 UTC"
"2005-W19",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,19.9927272727273,73.1272727272727,NA
"2005-W20",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,21.9178571428571,75.4642857142857,NA
"2005-W21",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,22.1464285714286,68.9642857142857,NA
"2005-W22",1.87007874015748,2.78543307086614,3.35826771653543,2005-05-31,0,0,0,0,0,0,0,0,0,0,0,22.6625,70.7678571428571,NA
"2005-W23",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,23.4339285714286,73.0892857142857,NA
"2005-W24",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,24.4053571428571,68.25,NA
"2005-W25",NA,NA,NA,NA,3,0,3,2,1,4,0,4,3,1,0,25.6160714285714,68.4285714285714,"2005-06-19 UTC--2005-06-25 UTC"
"2005-W26",1.90836653386454,2.82270916334661,3.47211155378486,2005-06-30,0,0,0,0,0,0,0,0,0,0,0,25.025,72.1428571428571,NA
"2005-W27",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,25.8839285714286,71.6071428571429,NA
"2005-W28",NA,NA,NA,NA,2,2,0,2,0,6,6,0,6,0,0,26.5375,73.3214285714286,"2005-07-10 UTC--2005-07-16 UTC"
"2005-W29",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,27.0125,74.3928571428571,NA
"2005-W30",NA,NA,NA,NA,1,0,1,1,0,2,0,2,2,0,0,27.2017857142857,72.8392857142857,"2005-07-24 UTC--2005-07-30 UTC"
"2005-W31",2.04752475247525,2.82178217821782,3.63960396039604,2005-07-31,0,0,0,0,0,0,0,0,0,0,0,27.8267857142857,70.8928571428571,NA
"2005-W32",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,27.3214285714286,65.875,NA
"2005-W33",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,27.4037037037037,71.2222222222222,NA
"2005-W34",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,27.46,68.1454545454545,NA
"2005-W35",1.96633663366337,2.84752475247525,3.54257425742574,2005-08-31,0,0,0,0,0,0,0,0,0,0,0,27.4196428571429,70.9821428571429,NA
"2005-W36",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,26.1764705882353,62.7058823529412,NA
"2005-W37",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,26.1160714285714,65.4107142857143,NA
"2005-W38",NA,NA,NA,NA,1,0,1,1,0,1,0,1,1,0,0,26.6339285714286,65.875,"2005-09-18 UTC--2005-09-24 UTC"
"2005-W39",1.95686274509804,2.7843137254902,3.47254901960784,2005-09-29,0,0,0,0,0,0,0,0,0,0,0,25.3625,59.8928571428571,NA
"2005-W40",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,24.3625,64.3928571428571,NA
"2005-W41",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,23.8714285714286,65.9821428571429,NA
"2005-W42",NA,NA,NA,NA,1,0,1,1,0,3,0,3,3,0,0,20.6410714285714,58.0357142857143,"2005-10-16 UTC--2005-10-22 UTC"
"2005-W43",NA,NA,NA,NA,1,1,0,1,0,7,7,0,7,0,0,21.2035714285714,56.4821428571429,"2005-10-23 UTC--2005-10-29 UTC"
"2005-W44",1.94757281553398,2.70097087378641,3.56893203883495,2005-10-31,1,0,1,0,1,1,0,1,0,1,0,17.8053571428571,66.75,"2005-10-30 UTC--2005-11-05 UTC"
"2005-W45",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,17.2053571428571,65.125,NA
"2005-W46",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,17.0785714285714,69.2142857142857,NA
"2005-W47",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,17.1410714285714,68.7678571428571,NA
"2005-W48",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,18.6660714285714,70.5178571428571,NA
"2005-W49",NA,NA,NA,NA,2,1,1,1,1,6,5,1,5,1,0,17.5446428571429,79.0892857142857,"2005-12-04 UTC--2005-12-10 UTC"
"2005-W50",NA,NA,NA,NA,1,0,1,1,0,1,0,1,1,0,0,16.3821428571429,77.1785714285714,"2005-12-11 UTC--2005-12-17 UTC"
"2005-W51",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,13.1857142857143,79.7142857142857,NA
"2005-W52",1.93873517786561,2.72924901185771,3.29644268774704,2005-12-28,1,0,1,1,0,1,0,1,1,0,0,12.6410714285714,65.9642857142857,"2005-12-25 UTC--2005-12-31 UTC"
"2006-W01",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,16.2285714285714,61.1428571428571,NA
"2006-W02",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,11.3196428571429,86.8035714285714,NA
"2006-W03",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,11.2767857142857,77.9107142857143,NA
"2006-W04",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,13.4125,72.625,NA
"2006-W05",NA,2.82156862745098,3.42156862745098,2006-01-31,0,0,0,0,0,0,0,0,0,0,0,13.3125,72.1964285714286,NA
"2006-W06",NA,NA,NA,NA,1,1,0,1,0,1,1,0,1,0,0,13.3142857142857,72.5892857142857,"2006-02-05 UTC--2006-02-11 UTC"
"2006-W07",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,12.7178571428571,72.0178571428571,NA
"2006-W08",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,16.3875,61.875,NA
"2006-W09",2.1497005988024,2.87425149700599,3.55089820359281,2006-02-28,1,0,1,1,0,1,0,1,1,0,0,15.3767857142857,73.5178571428571,"2006-02-26 UTC--2006-03-04 UTC"
"2006-W10",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,15.0410714285714,65.2142857142857,NA
"2006-W11",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,15.3767857142857,65.0535714285714,NA
"2006-W12",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,17.5910714285714,63.5892857142857,NA
"2006-W13",2.00393700787402,2.71259842519685,3.48425196850394,2006-03-31,1,0,1,1,0,4,0,4,4,0,0,16.2464285714286,69.4107142857143,"2006-03-26 UTC--2006-04-01 UTC"
"2006-W14",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,16.6089285714286,75.2142857142857,NA
"2006-W15",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,18.7607142857143,70.0178571428571,NA
"2006-W16",NA,NA,NA,NA,1,1,0,1,0,7,7,0,7,0,0,19.0196428571429,72.75,"2006-04-16 UTC--2006-04-22 UTC"
"2006-W17",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,20,65.4464285714286,NA
"2006-W18",2.09163346613546,2.91434262948207,3.5996015936255,2006-04-30,0,0,0,0,0,0,0,0,0,0,0,19.6446428571429,69.2857142857143,NA
"2006-W19",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,20.5375,64.9642857142857,NA
"2006-W20",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,20.5303571428571,69.0178571428571,NA
"2006-W21",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,22.9428571428571,70.0714285714286,NA
"2006-W22",2.13948919449902,2.82514734774067,3.70137524557957,2006-05-31,0,0,0,0,0,0,0,0,0,0,0,23.9767857142857,74.2142857142857,NA
"2006-W23",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,24.9553571428571,66.875,NA
"2006-W24",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,23.8767857142857,63.8392857142857,NA
"2006-W25",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,24.9625,70.7857142857143,NA
"2006-W26",2.26377952755906,3.1003937007874,3.81692913385827,2006-06-30,2,1,1,1,1,3,2,1,1,2,0,26.2642857142857,71.8928571428571,"2006-06-25 UTC--2006-07-01 UTC"
"2006-W27",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,26.7017857142857,68.8571428571429,NA
"2006-W28",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,26.6875,65.3035714285714,NA
"2006-W29",NA,NA,NA,NA,1,0,1,0,1,1,0,1,0,1,0,26.5696428571429,70.0357142857143,"2006-07-16 UTC--2006-07-22 UTC"
"2006-W30",NA,NA,NA,NA,1,0,1,1,0,1,0,1,1,0,0,26.8107142857143,70.4107142857143,"2006-07-23 UTC--2006-07-29 UTC"
"2006-W31",2.33462282398453,NA,NA,2006-07-31,0,0,0,0,0,0,0,0,0,0,0,26.7160714285714,71.0714285714286,NA
"2006-W32",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,27.1,68.2727272727273,NA
"2006-W33",NA,NA,NA,NA,1,0,1,0,1,1,0,1,0,1,0,27.4785714285714,67.6785714285714,"2006-08-13 UTC--2006-08-19 UTC"
"2006-W34",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,28.3625,72.5178571428571,NA
"2006-W35",2.24206349206349,NA,NA,2006-08-31,0,0,0,0,0,0,0,0,0,0,0,27.6446428571429,65.1428571428571,NA
"2006-W36",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,26.45,64.1428571428571,NA
"2006-W37",NA,NA,NA,NA,1,0,1,0,1,1,0,1,0,1,0,27.0125,70.375,"2006-09-10 UTC--2006-09-16 UTC"
"2006-W38",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,26.6285714285714,64.125,NA
"2006-W39",2.2647619047619,2.87428571428571,3.81333333333333,2006-09-26,0,0,0,0,0,0,0,0,0,0,0,25.7910714285714,58.6964285714286,NA
"2006-W40",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,24.775,67.4285714285714,NA
"2006-W41",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,24.9267857142857,57.375,NA
"2006-W42",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,22.7375,65.4464285714286,NA
"2006-W43",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,21.0696428571429,73.125,NA
"2006-W44",NA,2.94939271255061,3.59109311740891,2006-10-31,1,0,1,0,1,1,0,1,0,1,0,20.3464285714286,68.25,"2006-10-29 UTC--2006-11-04 UTC"
"2006-W45",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,16.5017857142857,65.375,NA
"2006-W46",NA,NA,NA,NA,1,1,0,1,0,1,1,0,1,0,0,17.2482142857143,76.6607142857143,"2006-11-12 UTC--2006-11-18 UTC"
"2006-W47",NA,NA,NA,NA,1,1,0,1,0,1,1,0,1,0,0,16.5392857142857,64.5535714285714,"2006-11-19 UTC--2006-11-25 UTC"
"2006-W48",1.9723865877712,2.75739644970414,3.68047337278106,2006-11-30,0,0,0,0,0,0,0,0,0,0,0,14.9035714285714,54.4821428571429,NA
"2006-W49",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,14.65,53.8571428571429,NA
"2006-W50",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,14.1964285714286,60.2678571428571,NA
"2006-W51",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,12.8018181818182,65.9636363636364,NA
"2006-W52",2.00204918032787,2.90163934426229,3.66803278688525,2006-12-30,0,0,0,0,0,0,0,0,0,0,0,10.2160714285714,75.25,NA
"2006-W53",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,10.5,88.25,NA
"2007-W00",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,11.4208333333333,79.125,NA
"2007-W01",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,12.1910714285714,69.3035714285714,NA
"2007-W02",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,11.3642857142857,74.625,NA
"2007-W03",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,12.7660714285714,72.5357142857143,NA
"2007-W04",2.09941520467836,2.74658869395711,3.57699805068226,2007-01-31,1,1,0,1,0,3,3,0,3,0,0,12.9982142857143,72.1607142857143,"2007-01-28 UTC--2007-02-03 UTC"
"2007-W05",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,12.1928571428571,77.6964285714286,NA
"2007-W06",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,14.0857142857143,75.6428571428571,NA
"2007-W07",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,14.975,70.625,NA
"2007-W08",2.15079365079365,2.63492063492063,3.64285714285714,2007-02-28,1,0,1,1,0,1,0,1,1,0,0,14.6839285714286,75.4107142857143,"2007-02-25 UTC--2007-03-03 UTC"
"2007-W09",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,15.175,69.0714285714286,NA
"2007-W10",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,14.5160714285714,74.6071428571429,NA
"2007-W11",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,16.6607142857143,65.4107142857143,NA
"2007-W12",1.98823529411765,2.52156862745098,3.47450980392157,2007-03-28,0,0,0,0,0,0,0,0,0,0,0,15.15,69.3214285714286,NA
"2007-W13",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,18.6464285714286,64.7678571428571,NA
"2007-W14",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,17.0089285714286,71.4642857142857,NA
"2007-W15",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,17.8321428571429,63.2321428571429,NA
"2007-W16",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,20.2178571428571,59.3214285714286,NA
"2007-W17",2.12407407407407,2.66851851851852,3.56296296296296,2007-04-30,0,0,0,0,0,0,0,0,0,0,0,21.2803571428571,60.375,NA
"2007-W18",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,24.1357142857143,63.6785714285714,NA
"2007-W19",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,21.4928571428571,71.0892857142857,NA
"2007-W20",NA,NA,NA,NA,1,1,0,1,0,1,1,0,1,0,0,22.1388888888889,66.1666666666667,"2007-05-20 UTC--2007-05-26 UTC"
"2007-W21",2.2421875,2.859375,3.7578125,2007-05-31,1,1,0,1,0,1,1,0,1,0,0,23.8732142857143,62.75,"2007-05-27 UTC--2007-06-02 UTC"
"2007-W22",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,23.4446428571429,67.1964285714286,NA
"2007-W23",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,24.7785714285714,66.3392857142857,NA
"2007-W24",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,25.4696428571429,70.3035714285714,NA
"2007-W25",2.10079051383399,2.85770750988142,3.68181818181818,2007-06-30,0,0,0,0,0,0,0,0,0,0,0,27.8089285714286,64.3928571428571,NA
"2007-W26",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,25.9982142857143,68.3928571428571,NA
"2007-W27",NA,NA,NA,NA,1,0,1,0,1,1,0,1,0,1,0,26.5910714285714,67.3035714285714,"2007-07-08 UTC--2007-07-14 UTC"
"2007-W28",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,27.2767857142857,67.6964285714286,NA
"2007-W29",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,28.5053571428571,68.3214285714286,NA
"2007-W30",2.15717092337917,2.96070726915521,3.68369351669941,2007-07-31,0,0,0,0,0,0,0,0,0,0,0,28.5964285714286,68.25,NA
"2007-W31",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,27.4214285714286,61.1071428571429,NA
"2007-W32",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,27.2357142857143,67.25,NA
"2007-W33",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,27.8267857142857,71.0357142857143,NA
"2007-W34",2.21626984126984,3.12103174603175,3.95436507936508,2007-08-31,0,0,0,0,0,0,0,0,0,0,0,28.0946428571429,70.3035714285714,NA
"2007-W35",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,28.1053571428571,67.0892857142857,NA
"2007-W36",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,25.7232142857143,61.4285714285714,NA
"2007-W37",NA,NA,NA,NA,1,0,1,0,1,1,0,1,0,1,0,25.6125,67.75,"2007-09-16 UTC--2007-09-22 UTC"
"2007-W38",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,25.9821428571429,65.8928571428571,NA
"2007-W39",2.02642276422764,3,3.77845528455285,2007-09-30,0,0,0,0,0,0,0,0,0,0,0,25.5107142857143,70,NA
"2007-W40",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,24.7125,70.5535714285714,NA
"2007-W41",NA,NA,NA,NA,1,0,1,0,1,1,0,1,0,1,0,24.1482142857143,60.75,"2007-10-14 UTC--2007-10-20 UTC"
"2007-W42",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,23.3910714285714,69.6964285714286,NA
"2007-W43",2.09181636726547,2.64870259481038,3.46506986027944,2007-10-31,1,0,1,0,1,1,0,1,0,1,0,21.9928571428571,70.8571428571429,"2007-10-28 UTC--2007-11-03 UTC"
"2007-W44",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,22.0428571428571,55.3035714285714,NA
"2007-W45",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,18.8464285714286,66.6964285714286,NA
"2007-W46",NA,NA,NA,NA,1,0,1,1,0,1,0,1,1,0,0,16.5875,77.8928571428571,"2007-11-18 UTC--2007-11-24 UTC"
"2007-W47",2.04,2.756,3.534,2007-11-30,0,0,0,0,0,0,0,0,0,0,0,16.4053571428571,67.9285714285714,NA
"2007-W48",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,16.2678571428571,76.25,NA
"2007-W49",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,15.1964285714286,70.3928571428571,NA
"2007-W50",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,13.6875,77.0714285714286,NA
"2007-W51",NA,NA,NA,NA,1,0,1,1,0,2,0,2,2,0,0,12.8178571428571,65.9821428571429,"2007-12-23 UTC--2007-12-29 UTC"
"2007-W52",2.01587301587302,2.81150793650794,3.50793650793651,2007-12-31,0,0,0,0,0,0,0,0,0,0,0,10.3125,59.375,NA
"2008-W00",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,13.55,73.9,NA
"2008-W01",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,10.8732142857143,74.6607142857143,NA
"2008-W02",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,8.48928571428571,50.4285714285714,NA
"2008-W03",NA,NA,NA,NA,1,0,1,0,1,1,0,1,0,1,0,11.1875,74.6071428571429,"2008-01-20 UTC--2008-01-26 UTC"
"2008-W04",2.2990099009901,2.94257425742574,3.69108910891089,2008-01-31,0,0,0,0,0,0,0,0,0,0,0,11.1763636363636,74.2909090909091,NA
"2008-W05",NA,NA,NA,NA,1,1,0,1,0,1,1,0,1,0,0,12.6446428571429,67.4107142857143,"2008-02-03 UTC--2008-02-09 UTC"
"2008-W06",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,12.9089285714286,76.7857142857143,NA
"2008-W07",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,11.9839285714286,68.4464285714286,NA
"2008-W08",2.28942115768463,3.03393213572854,3.75449101796407,2008-02-29,2,1,1,1,1,3,1,2,1,2,0,14.3339285714286,76.3214285714286,"2008-02-24 UTC--2008-03-01 UTC"
"2008-W09",NA,NA,NA,NA,2,1,1,1,1,10,8,2,8,2,0,17.5571428571429,68.125,"2008-03-02 UTC--2008-03-08 UTC"
"2008-W10",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,16.6553571428571,68.9107142857143,NA
"2008-W11",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,18.4982142857143,54.4821428571429,NA
"2008-W12",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,20.7660714285714,48.5714285714286,NA
"2008-W13",2.10685483870968,NA,NA,2008-03-31,0,0,0,0,0,0,0,0,0,0,0,17.0321428571429,66.0357142857143,NA
"2008-W14",NA,NA,NA,NA,2,1,1,1,1,3,2,1,2,1,0,18.7125,63.4642857142857,"2008-04-06 UTC--2008-04-12 UTC"
"2008-W15",NA,NA,NA,NA,1,1,0,0,1,3,3,0,0,3,0,21.5553571428571,55.6607142857143,"2008-04-13 UTC--2008-04-19 UTC"
"2008-W16",NA,NA,NA,NA,1,0,1,1,0,2,0,2,2,0,0,23.0464285714286,55.1964285714286,"2008-04-20 UTC--2008-04-26 UTC"
"2008-W17",2.11698113207547,NA,NA,2008-04-30,0,0,0,0,0,0,0,0,0,0,0,18.4178571428571,63.625,NA
"2008-W18",NA,NA,NA,NA,1,1,0,1,0,1,1,0,1,0,0,19.7535714285714,59.9285714285714,"2008-05-04 UTC--2008-05-10 UTC"
"2008-W19",NA,NA,NA,NA,1,1,0,1,0,1,1,0,1,0,0,21.7339285714286,58.1607142857143,"2008-05-11 UTC--2008-05-17 UTC"
"2008-W20",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,21.8642857142857,70.8392857142857,NA
"2008-W21",2.06311637080868,NA,0.00394477317554241,2008-05-31,0,0,0,0,0,0,0,0,0,0,0,22.5696428571429,69.8035714285714,NA
"2008-W22",NA,NA,NA,NA,1,1,0,1,0,1,1,0,1,0,0,24.6428571428571,63.8571428571429,"2008-06-01 UTC--2008-06-07 UTC"
"2008-W23",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,25.0428571428571,60.2857142857143,NA
"2008-W24",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,25.2392857142857,64.75,NA
"2008-W25",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,26.4857142857143,69.7142857142857,NA
"2008-W26",2.18687872763419,2.83300198807157,3.66600397614314,2008-06-30,1,1,0,1,0,2,2,0,2,0,0,26.8410714285714,70.2678571428571,"2008-06-29 UTC--2008-07-05 UTC"
"2008-W27",NA,NA,NA,NA,1,0,1,0,1,1,0,1,0,1,0,26.9607142857143,66.2321428571429,"2008-07-06 UTC--2008-07-12 UTC"
"2008-W28",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,27.3303571428571,68.125,NA
"2008-W29",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,27.4553571428571,65.1785714285714,NA
"2008-W30",2.17623762376238,NA,NA,2008-07-31,0,0,0,0,0,0,0,0,0,0,0,27.3017857142857,65.4107142857143,NA
"2008-W31",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,27.2,67.1071428571429,NA
"2008-W32",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,27.2732142857143,67.4821428571429,NA
"2008-W33",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,28.0125,70.4821428571429,NA
"2008-W34",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,28.3178571428571,71.9107142857143,NA
"2008-W35",2.19094488188976,NA,NA,2008-08-31,0,0,0,0,0,0,0,0,0,0,0,27.9785714285714,66.8928571428571,NA
"2008-W36",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,26.5303571428571,66.1964285714286,NA
"2008-W37",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,26.4321428571429,66.5714285714286,NA
"2008-W38",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,26.2892857142857,55.9821428571429,NA
"2008-W39",2.07370517928287,NA,NA,2008-09-30,0,0,0,0,0,0,0,0,0,0,0,24.6607142857143,57.1071428571429,NA
"2008-W40",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,23.9517857142857,62.8214285714286,NA
"2008-W41",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,23.2642857142857,67.5,NA
"2008-W42",NA,NA,NA,NA,1,0,1,1,0,1,0,1,1,0,0,22.9660714285714,69.3392857142857,"2008-10-19 UTC--2008-10-25 UTC"
"2008-W43",2.19721115537849,NA,NA,2008-10-31,0,0,0,0,0,0,0,0,0,0,0,19.375,79.6071428571429,NA
