"","yearweek","q3","q1","q2","survey_date","total_attacks","attacks_located_IL","attacks_located_yesha","attacks_target_civilian","attacks_target_security_forces","total_killed","killed_located_IL","killed_located_yesha","killed_target_civilian","killed_target_security_forces","intifada","temperature","mean(humidity)","FO_total_attacks","FO_attacks_located_IL","FO_attacks_located_yesha","FO_attacks_target_civilian","FO_attacks_target_security_forces","FO_total_killed","FO_killed_located_IL","FO_killed_located_yesha","FO_killed_target_civilian","FO_killed_target_security_forces"
"155","1997-W09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.12678571,76.69642857,0,0,0,0,0,0,0,0,0,0
"156","1997-W10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.67321429,70.26785714,0,0,0,0,0,0,0,0,0,0
"157","1997-W11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.52142857,72.01785714,1,1,0,1,0,3,3,0,3,0
"158","1997-W12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.85892857,66.71428571,0,0,0,0,0,0,0,0,0,0
"159","1997-W13",NA,2.677932406,3.13916501,"30/03/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.48461538,66.69230769,0,0,0,0,0,0,0,0,0,0
"160","1997-W14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.43392857,58.60714286,0,0,0,0,0,0,0,0,0,0
"161","1997-W15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.01607143,61.92857143,0,0,0,0,0,0,0,0,0,0
"162","1997-W16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.13392857,62.85714286,0,0,0,0,0,0,0,0,0,0
"163","1997-W17",NA,2.693069307,3.02970297,"30/04/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.35714286,64.19642857,0,0,0,0,0,0,0,0,0,0
"164","1997-W18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.475,73.21428571,0,0,0,0,0,0,0,0,0,0
"165","1997-W19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.85,76.23214286,0,0,0,0,0,0,0,0,0,0
"166","1997-W20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.14285714,68.625,0,0,0,0,0,0,0,0,0,0
"167","1997-W21",NA,2.446,2.966,"29/05/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.2375,72.58928571,0,0,0,0,0,0,0,0,0,0
"168","1997-W22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.49821429,67.91071429,0,0,0,0,0,0,0,0,0,0
"169","1997-W23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.36607143,67.26785714,0,0,0,0,0,0,0,0,0,0
"170","1997-W24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.24285714,71.25,0,0,0,0,0,0,0,0,0,0
"171","1997-W25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.8125,70.66071429,0,0,0,0,0,0,0,0,0,0
"172","1997-W26",NA,2.533596838,2.976284585,"30/06/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.3125,74.875,0,0,0,0,0,0,0,0,0,0
"173","1997-W27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.77857143,68.44642857,0,0,0,0,0,0,0,0,0,0
"174","1997-W28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.825,68.66071429,0,0,0,0,0,0,0,0,0,0
"175","1997-W29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.98571429,72.75,0,0,0,0,0,0,0,0,0,0
"176","1997-W30",NA,2.788235294,3.205882353,"30/07/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.64464286,66.55357143,1,1,0,1,0,16,16,0,16,0
"177","1997-W31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.39464286,70,0,0,0,0,0,0,0,0,0,0
"178","1997-W32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.54464286,68.10714286,0,0,0,0,0,0,0,0,0,0
"179","1997-W33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.94642857,66.48214286,0,0,0,0,0,0,0,0,0,0
"180","1997-W34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.42678571,67.75,0,0,0,0,0,0,0,0,0,0
"181","1997-W35",NA,2.748,3.242,"31/08/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.40535714,66.58928571,1,1,0,1,0,5,5,0,5,0
"182","1997-W36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.53928571,70.76785714,0,0,0,0,0,0,0,0,0,0
"183","1997-W37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.94821429,68.32142857,0,0,0,0,0,0,0,0,0,0
"184","1997-W38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.47678571,62.71428571,0,0,0,0,0,0,0,0,0,0
"185","1997-W39",NA,2.683168317,3.168316832,"29/09/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.58301887,65.98113208,0,0,0,0,0,0,0,0,0,0
"186","1997-W40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.80892857,72.55357143,0,0,0,0,0,0,0,0,0,0
"187","1997-W41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.66607143,68.32142857,0,0,0,0,0,0,0,0,0,0
"188","1997-W42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.86964286,69.82142857,0,0,0,0,0,0,0,0,0,0
"189","1997-W43",NA,2.676587302,3.146825397,"29/10/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.99285714,75.96428571,0,0,0,0,0,0,0,0,0,0
"190","1997-W44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.98035714,70.375,0,0,0,0,0,0,0,0,0,0
"191","1997-W45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.11964286,68.25,0,0,0,0,0,0,0,0,0,0
"192","1997-W46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.22545455,74.74545455,0,0,0,0,0,0,0,0,0,0
"193","1997-W47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.77678571,67.5,0,0,0,0,0,0,0,0,0,0
"194","1997-W48",NA,2.5249501,2.902195609,"30/11/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.39166667,78.95833333,0,0,0,0,0,0,0,0,0,0
"195","1997-W49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.74107143,74.73214286,0,0,0,0,0,0,0,0,0,0
"196","1997-W50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.50181818,77.21818182,0,0,0,0,0,0,0,0,0,0
"197","1997-W51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4625,78.64285714,0,0,0,0,0,0,0,0,0,0
"198","1997-W52",NA,2.683168317,2.934653465,"30/12/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.403125,70.5625,0,0,0,0,0,0,0,0,0,0
"199","1998-W00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,71.08333333,0,0,0,0,0,0,0,0,0,0
"200","1998-W01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.98035714,79.14285714,0,0,0,0,0,0,0,0,0,0
"201","1998-W02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.97857143,76.83928571,0,0,0,0,0,0,0,0,0,0
"202","1998-W03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.31454545,72.49090909,0,0,0,0,0,0,0,0,0,0
"203","1998-W04",NA,2.674,2.938,"28/01/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.25714286,77.39285714,0,0,0,0,0,0,0,0,0,0
"204","1998-W05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.82857143,71.5,0,0,0,0,0,0,0,0,0,0
"205","1998-W06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.91607143,76.26785714,0,0,0,0,0,0,0,0,0,0
"206","1998-W07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.23035714,72.35714286,0,0,0,0,0,0,0,0,0,0
"207","1998-W08",NA,2.698039216,3.21372549,"25/02/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.66964286,71.75,0,0,0,0,0,0,0,0,0,0
"208","1998-W09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.12321429,75.53571429,0,0,0,0,0,0,0,0,0,0
"209","1998-W10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.12321429,67.14285714,0,0,0,0,0,0,0,0,0,0
"210","1998-W11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.13392857,67.66071429,0,0,0,0,0,0,0,0,0,0
"211","1998-W12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.45636364,57.07272727,0,0,0,0,0,0,0,0,0,0
"212","1998-W13",NA,2.592814371,3.023952096,"29/03/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.05,70.25925926,0,0,0,0,0,0,0,0,0,0
"213","1998-W14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.52,71.27272727,0,0,0,0,0,0,0,0,0,0
"214","1998-W15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.04642857,50.32142857,0,0,0,0,0,0,0,0,0,0
"215","1998-W16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.34821429,64.23214286,0,0,0,0,0,0,0,0,0,0
"216","1998-W17",NA,2.748502994,2.992015968,"27/04/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.80178571,66.33928571,0,0,0,0,0,0,0,0,0,0
"217","1998-W18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.63214286,59.94642857,0,0,0,0,0,0,0,0,0,0
"218","1998-W19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.89821429,71.46428571,0,0,0,0,0,0,0,0,0,0
"219","1998-W20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.49107143,62.32142857,0,0,0,0,0,0,0,0,0,0
"220","1998-W21",NA,2.63,3.042,"28/05/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.81428571,71.19642857,0,0,0,0,0,0,0,0,0,0
"221","1998-W22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.36785714,72.64285714,0,0,0,0,0,0,0,0,0,0
"222","1998-W23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.10357143,68.85714286,0,0,0,0,0,0,0,0,0,0
"223","1998-W24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.84821429,70.53571429,0,0,0,0,0,0,0,0,0,0
"224","1998-W25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.99107143,69.32142857,0,0,0,0,0,0,0,0,0,0
"225","1998-W26",NA,2.561752988,2.944223108,"29/06/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.1375,70.30357143,0,0,0,0,0,0,0,0,0,0
"226","1998-W27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.17272727,67.41818182,0,0,0,0,0,0,0,0,0,0
"227","1998-W28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.90892857,68.17857143,0,0,0,0,0,0,0,0,0,0
"228","1998-W29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.63392857,73.64285714,0,0,0,0,0,0,0,0,0,0
"229","1998-W30",NA,2.652087475,2.978131213,"29/07/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.7625,71.78571429,0,0,0,0,0,0,0,0,0,0
"230","1998-W31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.44285714,76.05357143,0,0,0,0,0,0,0,0,0,0
"231","1998-W32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.14181818,71.78181818,0,0,0,0,0,0,0,0,0,0
"232","1998-W33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.81964286,71.32142857,0,0,0,0,0,0,0,0,0,0
"233","1998-W34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.40178571,69.375,0,0,0,0,0,0,0,0,0,0
"234","1998-W35",NA,2.621513944,2.978087649,"30/08/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.91730769,69.92307692,0,0,0,0,0,0,0,0,0,0
"235","1998-W36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.05892857,61.875,0,0,0,0,0,0,0,0,0,0
"236","1998-W37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.94285714,66.64285714,0,0,0,0,0,0,0,0,0,0
"237","1998-W38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.01964286,61.41071429,0,0,0,0,0,0,0,0,0,0
"238","1998-W39",NA,2.779761905,3.067460317,"27/09/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.80535714,68.375,0,0,0,0,0,0,0,0,0,0
"239","1998-W40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.19090909,66.8,0,0,0,0,0,0,0,0,0,0
"240","1998-W41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.91071429,48.05357143,0,0,0,0,0,0,0,0,0,0
"241","1998-W42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,69.78571429,0,0,0,0,0,0,0,0,0,0
"242","1998-W43",NA,2.343873518,2.768774704,"27/10/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.15178571,67.98214286,1,0,1,0,1,1,0,1,0,1
"243","1998-W44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.39423077,73.55769231,0,0,0,0,0,0,0,0,0,0
"244","1998-W45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.01607143,76.01785714,0,0,0,0,0,0,0,0,0,0
"245","1998-W46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.24821429,70.82142857,0,0,0,0,0,0,0,0,0,0
"246","1998-W47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.43928571,77.19642857,0,0,0,0,0,0,0,0,0,0
"247","1998-W48",NA,2.609037328,3.090373281,"29/11/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.63928571,61.57142857,0,0,0,0,0,0,0,0,0,0
"248","1998-W49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.40714286,60.92857143,0,0,0,0,0,0,0,0,0,0
"249","1998-W50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.97857143,58.05357143,0,0,0,0,0,0,0,0,0,0
"250","1998-W51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3625,65.33928571,0,0,0,0,0,0,0,0,0,0
"251","1998-W52",NA,2.46,2.922,"31/12/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.615,68.475,0,0,0,0,0,0,0,0,0,0
"252","1999-W00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.05625,71.5,0,0,0,0,0,0,0,0,0,0
"253","1999-W01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.43571429,75.41071429,0,0,0,0,0,0,0,0,0,0
"254","1999-W02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.97678571,73.30357143,0,0,0,0,0,0,0,0,0,0
"255","1999-W03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.875,76.39285714,0,0,0,0,0,0,0,0,0,0
"256","1999-W04",NA,2.504970179,2.827037773,"27/01/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.61702128,77.72340426,0,0,0,0,0,0,0,0,0,0
"257","1999-W05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.0902439,80.3902439,0,0,0,0,0,0,0,0,0,0
"258","1999-W06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.392,73.42,0,0,0,0,0,0,0,0,0,0
"259","1999-W07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4375,69,0,0,0,0,0,0,0,0,0,0
"260","1999-W08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.61764706,71.07843137,0,0,0,0,0,0,0,0,0,0
"261","1999-W09",NA,2.508,2.816,"28/02/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.87142857,71.08928571,0,0,0,0,0,0,0,0,0,0
"262","1999-W10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.82352941,69.74509804,0,0,0,0,0,0,0,0,0,0
"263","1999-W11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.97843137,63.29411765,0,0,0,0,0,0,0,0,0,0
"264","1999-W12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.59069767,71.02325581,0,0,0,0,0,0,0,0,0,0
"265","1999-W13",NA,2.440078585,2.829076621,"30/03/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7755102,65.20408163,0,0,0,0,0,0,0,0,0,0
"266","1999-W14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.81636364,69.50909091,0,0,0,0,0,0,0,0,0,0
"267","1999-W15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.51346154,69.36538462,0,0,0,0,0,0,0,0,0,0
"268","1999-W16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.23035714,65.125,0,0,0,0,0,0,0,0,0,0
"269","1999-W17",NA,2.355731225,2.675889328,"29/04/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.99464286,71.78571429,0,0,0,0,0,0,0,0,0,0
"270","1999-W18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.27321429,64.23214286,0,0,0,0,0,0,0,0,0,0
"271","1999-W19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.31785714,69.83928571,0,0,0,0,0,0,0,0,0,0
"272","1999-W20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.00357143,63.76785714,0,0,0,0,0,0,0,0,0,0
"273","1999-W21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.12321429,63.33928571,0,0,0,0,0,0,0,0,0,0
"274","1999-W22",NA,2.353293413,2.678642715,"31/05/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.83571429,72.30357143,0,0,0,0,0,0,0,0,0,0
"275","1999-W23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.34464286,70.32142857,0,0,0,0,0,0,0,0,0,0
"276","1999-W24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.48214286,72.41071429,0,0,0,0,0,0,0,0,0,0
"277","1999-W25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.34642857,66.10714286,0,0,0,0,0,0,0,0,0,0
"278","1999-W26",NA,2.424901186,2.798418972,"30/06/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.35535714,71.92857143,0,0,0,0,0,0,0,0,0,0
"279","1999-W27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.1625,73.64285714,0,0,0,0,0,0,0,0,0,0
"280","1999-W28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.56071429,71.73214286,0,0,0,0,0,0,0,0,0,0
"281","1999-W29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.02321429,70.30357143,0,0,0,0,0,0,0,0,0,0
"282","1999-W30",NA,2.409181637,2.542914172,"29/07/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.81090909,68.54545455,0,0,0,0,0,0,0,0,0,0
"283","1999-W31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.875,67.96428571,0,0,0,0,0,0,0,0,0,0
"284","1999-W32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.75535714,70.89285714,0,0,0,0,0,0,0,0,0,0
"285","1999-W33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.10545455,72.63636364,0,0,0,0,0,0,0,0,0,0
"286","1999-W34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.84642857,66.33928571,0,0,0,0,0,0,0,0,0,0
"287","1999-W35",NA,2.49304175,2.831013917,"31/08/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.80535714,61.08928571,0,0,0,0,0,0,0,0,0,0
"288","1999-W36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.76071429,64.55357143,0,0,0,0,0,0,0,0,0,0
"289","1999-W37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.34107143,64.96428571,0,0,0,0,0,0,0,0,0,0
"290","1999-W38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.36964286,68.21428571,0,0,0,0,0,0,0,0,0,0
"291","1999-W39",NA,2.518962076,2.858283433,"30/09/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.04107143,69.80357143,0,0,0,0,0,0,0,0,0,0
"292","1999-W40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.525,66.51785714,0,0,0,0,0,0,0,0,0,0
"293","1999-W41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.90892857,62.07142857,0,0,0,0,0,0,0,0,0,0
"294","1999-W42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.63571429,70.51785714,0,0,0,0,0,0,0,0,0,0
"295","1999-W43",NA,2.51497006,2.832335329,"26/10/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.03035714,67.05357143,0,0,0,0,0,0,0,0,0,0
"296","1999-W44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.19821429,53.26785714,0,0,0,0,0,0,0,0,0,0
"297","1999-W45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.67678571,68.5,0,0,0,0,0,0,0,0,0,0
"298","1999-W46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.11071429,63.14285714,0,0,0,0,0,0,0,0,0,0
"299","1999-W47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.13035714,58.46428571,0,0,0,0,0,0,0,0,0,0
"300","1999-W48",NA,2.488593156,3.007604563,"30/11/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.55454545,45.16363636,0,0,0,0,0,0,0,0,0,0
"301","1999-W49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.51071429,55.57142857,0,0,0,0,0,0,0,0,0,0
"302","1999-W50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.68214286,75.10714286,0,0,0,0,0,0,0,0,0,0
"303","1999-W51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.08392857,75.60714286,0,0,0,0,0,0,0,0,0,0
"304","1999-W52",NA,2.636007828,2.984344423,"28/12/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.99583333,75.41666667,0,0,0,0,0,0,0,0,0,0
"305","2000-W00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9625,82.375,0,0,0,0,0,0,0,0,0,0
"306","2000-W01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.23392857,81.89285714,0,0,0,0,0,0,0,0,0,0
"307","2000-W02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.21607143,68.98214286,0,0,0,0,0,0,0,0,0,0
"308","2000-W03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.07272727,63.32727273,0,0,0,0,0,0,0,0,0,0
"309","2000-W04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.75714286,75.85714286,0,0,0,0,0,0,0,0,0,0
"310","2000-W05",NA,2.496,2.762,"31/01/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.50714286,73.44642857,0,0,0,0,0,0,0,0,0,0
