"negot3","negot4","date1","survey_year"
2,3,117,2003
1,4,117,2003
1,NA,117,2003
1,NA,117,2003
2,2,117,2003
1,3,117,2003
4,4,117,2003
1,1,117,2003
1,3,117,2003
2,4,117,2003
2,2,117,2003
4,4,117,2003
1,3,117,2003
4,4,117,2003
1,3,117,2003
1,2,117,2003
2,3,117,2003
1,1,117,2003
2,4,117,2003
2,4,117,2003
2,2,117,2003
2,3,117,2003
1,3,117,2003
4,4,117,2003
1,3,117,2003
3,4,117,2003
1,4,117,2003
2,3,117,2003
2,3,117,2003
2,3,117,2003
4,4,117,2003
2,2,117,2003
2,2,117,2003
1,1,117,2003
2,2,117,2003
1,4,117,2003
1,3,117,2003
1,2,117,2003
1,3,117,2003
1,2,117,2003
2,4,117,2003
2,3,117,2003
4,4,117,2003
3,3,117,2003
2,4,117,2003
4,4,117,2003
2,2,117,2003
1,4,117,2003
4,3,117,2003
2,3,117,2003
1,2,117,2003
1,2,117,2003
3,3,117,2003
4,4,117,2003
3,4,117,2003
1,4,117,2003
2,3,117,2003
4,4,117,2003
4,4,117,2003
2,2,117,2003
2,2,117,2003
3,3,117,2003
3,4,117,2003
2,2,117,2003
3,4,117,2003
4,4,117,2003
3,4,117,2003
2,3,117,2003
2,3,117,2003
1,3,117,2003
1,1,117,2003
4,4,117,2003
1,3,117,2003
1,2,117,2003
3,4,117,2003
4,4,117,2003
2,3,117,2003
2,1,117,2003
2,2,117,2003
1,2,117,2003
2,3,117,2003
2,4,117,2003
1,1,117,2003
1,2,117,2003
1,2,117,2003
2,2,117,2003
2,2,117,2003
2,2,117,2003
2,2,117,2003
4,4,117,2003
1,2,117,2003
2,3,117,2003
4,4,117,2003
4,4,117,2003
1,1,117,2003
2,3,117,2003
2,4,117,2003
3,2,117,2003
2,3,117,2003
2,3,117,2003
3,4,117,2003
1,2,117,2003
1,4,117,2003
4,4,117,2003
1,3,117,2003
3,2,117,2003
4,4,117,2003
1,3,117,2003
1,2,117,2003
1,1,117,2003
2,2,117,2003
2,3,117,2003
3,3,117,2003
4,4,117,2003
1,4,117,2003
2,2,117,2003
1,1,117,2003
4,4,117,2003
2,3,117,2003
1,4,117,2003
2,2,117,2003
4,4,117,2003
3,3,117,2003
2,1,117,2003
1,1,117,2003
2,4,117,2003
1,2,117,2003
1,2,117,2003
1,2,117,2003
2,4,117,2003
2,2,117,2003
2,2,117,2003
1,1,117,2003
2,2,117,2003
3,4,117,2003
2,2,117,2003
2,NA,117,2003
2,4,117,2003
2,3,117,2003
1,3,117,2003
2,2,117,2003
2,2,117,2003
2,3,117,2003
2,4,117,2003
2,2,117,2003
1,4,117,2003
1,3,117,2003
2,2,117,2003
4,4,117,2003
3,4,117,2003
1,4,117,2003
1,4,117,2003
2,3,117,2003
1,3,117,2003
1,2,117,2003
3,4,117,2003
2,2,117,2003
1,1,117,2003
1,1,117,2003
2,3,117,2003
2,4,117,2003
2,4,117,2003
2,4,117,2003
4,4,117,2003
3,2,117,2003
2,2,117,2003
3,1,117,2003
4,4,117,2003
4,4,117,2003
1,1,117,2003
1,3,117,2003
1,2,117,2003
1,2,117,2003
2,2,117,2003
4,4,117,2003
2,4,117,2003
4,NA,117,2003
1,2,117,2003
1,4,117,2003
1,NA,117,2003
2,4,117,2003
2,4,117,2003
1,NA,117,2003
3,2,117,2003
3,4,117,2003
1,3,117,2003
2,3,117,2003
4,4,117,2003
1,3,117,2003
2,3,117,2003
4,4,117,2003
3,3,117,2003
2,3,117,2003
1,4,117,2003
1,4,117,2003
4,4,117,2003
1,2,117,2003
2,2,117,2003
4,4,117,2003
2,4,117,2003
1,1,117,2003
1,4,117,2003
4,4,117,2003
4,4,117,2003
2,2,117,2003
1,NA,117,2003
1,3,117,2003
1,2,117,2003
2,3,117,2003
2,4,117,2003
2,2,117,2003
1,2,117,2003
4,4,117,2003
2,4,117,2003
1,3,117,2003
2,4,117,2003
1,1,117,2003
1,2,117,2003
3,4,117,2003
2,2,117,2003
1,2,117,2003
4,4,117,2003
2,4,117,2003
1,3,117,2003
2,2,117,2003
1,1,117,2003
2,3,117,2003
2,4,117,2003
1,2,117,2003
4,4,117,2003
1,1,117,2003
4,4,117,2003
2,3,117,2003
3,3,117,2003
1,1,117,2003
1,3,117,2003
1,3,117,2003
4,4,117,2003
2,3,117,2003
3,4,117,2003
1,1,117,2003
2,3,117,2003
4,4,117,2003
2,3,117,2003
2,3,117,2003
2,3,117,2003
1,4,117,2003
1,3,117,2003
2,3,117,2003
3,3,117,2003
3,3,117,2003
2,2,117,2003
1,2,117,2003
4,4,117,2003
2,4,117,2003
1,4,117,2003
4,4,117,2003
2,3,117,2003
3,2,117,2003
4,4,117,2003
2,NA,117,2003
1,4,117,2003
2,4,117,2003
1,4,117,2003
1,NA,117,2003
2,3,117,2003
2,2,117,2003
1,3,117,2003
1,1,117,2003
2,2,117,2003
1,1,117,2003
4,4,117,2003
2,4,117,2003
2,2,117,2003
2,3,117,2003
2,3,117,2003
1,1,117,2003
1,3,117,2003
2,2,117,2003
4,4,117,2003
1,4,117,2003
2,2,117,2003
2,2,117,2003
4,3,117,2003
1,2,117,2003
4,4,117,2003
4,4,117,2003
3,4,117,2003
2,3,117,2003
3,4,117,2003
1,2,117,2003
1,2,117,2003
4,4,117,2003
2,3,117,2003
3,4,117,2003
2,2,117,2003
1,2,117,2003
4,4,117,2003
2,2,117,2003
1,4,117,2003
2,3,117,2003
2,2,117,2003
1,3,117,2003
2,2,117,2003
4,4,117,2003
1,1,117,2003
2,2,117,2003
4,4,117,2003
2,3,117,2003
2,3,117,2003
1,4,117,2003
2,3,117,2003
2,1,117,2003
2,4,117,2003
2,2,117,2003
3,4,117,2003
2,4,117,2003
1,1,117,2003
1,2,117,2003
2,3,117,2003
3,4,117,2003
2,3,117,2003
1,NA,117,2003
3,3,117,2003
4,NA,117,2003
2,3,117,2003
4,4,117,2003
4,3,117,2003
4,4,117,2003
1,2,117,2003
4,4,117,2003
3,4,117,2003
1,2,117,2003
4,4,117,2003
2,2,117,2003
1,4,117,2003
3,4,117,2003
1,3,117,2003
1,1,117,2003
1,2,117,2003
3,4,117,2003
2,2,117,2003
3,4,117,2003
3,4,117,2003
2,4,117,2003
1,4,117,2003
2,2,117,2003
1,3,117,2003
2,3,117,2003
4,4,117,2003
1,4,117,2003
2,2,117,2003
4,4,117,2003
2,3,117,2003
1,NA,117,2003
1,3,117,2003
4,4,117,2003
1,3,117,2003
3,4,117,2003
3,2,117,2003
3,3,117,2003
2,4,117,2003
2,4,117,2003
4,4,117,2003
1,2,117,2003
4,3,117,2003
2,4,117,2003
1,2,117,2003
1,2,117,2003
3,3,117,2003
1,3,118,2003
1,3,118,2003
2,2,118,2003
3,4,118,2003
1,2,118,2003
1,4,118,2003
1,3,118,2003
1,1,118,2003
2,3,118,2003
1,1,118,2003
2,2,118,2003
1,3,118,2003
1,1,118,2003
1,NA,118,2003
2,1,118,2003
1,3,118,2003
4,4,118,2003
1,2,118,2003
3,4,118,2003
4,4,118,2003
3,4,118,2003
4,4,118,2003
2,3,118,2003
2,2,118,2003
4,4,118,2003
1,2,118,2003
1,3,118,2003
2,3,118,2003
2,2,118,2003
1,2,118,2003
1,2,118,2003
2,2,118,2003
4,4,118,2003
1,3,118,2003
1,2,118,2003
1,2,118,2003
1,3,118,2003
2,2,118,2003
3,3,118,2003
2,NA,118,2003
3,4,118,2003
4,4,118,2003
3,3,118,2003
2,4,118,2003
2,2,118,2003
1,1,118,2003
2,2,118,2003
1,4,118,2003
1,4,118,2003
2,2,118,2003
2,3,118,2003
2,2,118,2003
1,NA,118,2003
2,2,118,2003
1,2,118,2003
2,3,118,2003
4,4,118,2003
2,3,118,2003
1,2,118,2003
1,3,118,2003
1,2,118,2003
2,2,118,2003
2,2,118,2003
2,2,118,2003
1,1,118,2003
3,4,118,2003
3,3,118,2003
2,2,118,2003
1,2,118,2003
4,4,118,2003
1,3,118,2003
2,4,118,2003
2,2,118,2003
1,2,118,2003
1,NA,118,2003
1,4,118,2003
2,3,118,2003
2,3,118,2003
2,2,118,2003
2,2,118,2003
1,2,118,2003
2,4,118,2003
1,2,118,2003
1,1,118,2003
2,3,118,2003
1,2,118,2003
1,2,118,2003
1,1,118,2003
2,3,118,2003
1,2,118,2003
4,4,118,2003
1,4,118,2003
1,2,118,2003
1,1,118,2003
2,3,118,2003
4,4,118,2003
1,2,118,2003
2,4,118,2003
2,2,118,2003
2,3,118,2003
4,4,118,2003
2,3,118,2003
1,1,118,2003
2,4,118,2003
4,4,118,2003
2,2,118,2003
1,2,118,2003
1,4,118,2003
3,4,118,2003
1,2,118,2003
2,4,118,2003
2,2,118,2003
2,2,118,2003
4,4,118,2003
1,1,118,2003
2,NA,118,2003
1,1,118,2003
1,3,118,2003
1,1,118,2003
1,3,118,2003
1,4,118,2003
1,3,118,2003
2,3,118,2003
2,3,118,2003
1,1,118,2003
1,2,118,2003
2,2,118,2003
2,2,118,2003
4,4,118,2003
2,4,118,2003
2,2,118,2003
3,3,118,2003
1,2,118,2003
2,2,118,2003
2,2,118,2003
1,1,118,2003
2,4,118,2003
3,3,118,2003
2,3,118,2003
3,3,118,2003
1,2,118,2003
2,3,118,2003
1,1,118,2003
4,4,118,2003
2,3,118,2003
1,2,118,2003
1,1,118,2003
1,3,118,2003
2,2,118,2003
1,2,118,2003
4,4,118,2003
2,2,118,2003
2,2,118,2003
2,3,118,2003
1,2,118,2003
2,3,118,2003
4,4,118,2003
2,2,118,2003
4,4,118,2003
1,NA,118,2003
1,2,118,2003
1,2,118,2003
2,2,118,2003
1,2,118,2003
2,2,118,2003
1,1,118,2003
1,3,118,2003
3,4,118,2003
1,2,118,2003
2,2,118,2003
1,1,118,2003
1,2,118,2003
2,3,118,2003
1,2,118,2003
4,4,118,2003
1,1,118,2003
1,1,118,2003
2,2,118,2003
2,3,118,2003
4,4,118,2003
1,3,118,2003
1,2,118,2003
1,3,118,2003
2,2,118,2003
4,4,118,2003
2,3,118,2003
2,3,118,2003
1,4,118,2003
3,3,118,2003
1,2,118,2003
2,3,118,2003
1,4,118,2003
4,4,118,2003
1,2,118,2003
1,2,118,2003
1,2,118,2003
1,1,118,2003
3,4,118,2003
1,4,118,2003
4,4,118,2003
1,4,118,2003
4,4,118,2003
2,4,118,2003
1,3,118,2003
1,3,118,2003
1,3,118,2003
1,4,118,2003
1,4,118,2003
2,NA,118,2003
2,3,118,2003
2,2,118,2003
2,4,118,2003
1,1,118,2003
1,1,118,2003
4,4,118,2003
4,4,118,2003
4,4,118,2003
1,3,118,2003
4,4,118,2003
1,4,118,2003
2,2,118,2003
1,2,118,2003
1,4,118,2003
1,NA,118,2003
1,1,118,2003
1,1,118,2003
2,2,118,2003
2,1,118,2003
4,4,118,2003
1,4,118,2003
1,3,118,2003
3,3,118,2003
2,NA,118,2003
1,4,118,2003
2,2,118,2003
4,4,118,2003
1,1,118,2003
2,1,118,2003
1,NA,118,2003
2,2,118,2003
1,3,118,2003
2,2,118,2003
1,4,118,2003
2,3,118,2003
1,3,118,2003
1,2,118,2003
4,4,118,2003
3,1,118,2003
4,4,118,2003
1,2,118,2003
2,4,118,2003
1,2,118,2003
4,4,118,2003
1,3,118,2003
2,2,118,2003
2,4,118,2003
1,1,118,2003
4,4,118,2003
1,1,118,2003
2,2,118,2003
2,2,118,2003
1,1,118,2003
2,4,118,2003
1,1,118,2003
1,2,118,2003
4,4,118,2003
4,4,118,2003
1,3,118,2003
4,4,118,2003
4,4,118,2003
4,4,118,2003
2,4,118,2003
1,3,118,2003
2,4,118,2003
1,4,118,2003
1,1,118,2003
4,4,118,2003
2,3,118,2003
3,3,118,2003
3,4,118,2003
4,4,118,2003
4,4,118,2003
2,3,118,2003
2,2,118,2003
1,1,118,2003
2,2,118,2003
1,3,118,2003
1,2,118,2003
3,4,118,2003
4,4,118,2003
1,1,118,2003
2,2,118,2003
2,3,118,2003
1,1,118,2003
2,3,118,2003
4,4,118,2003
1,2,118,2003
2,3,118,2003
2,2,118,2003
2,2,118,2003
2,2,118,2003
4,4,118,2003
2,2,118,2003
1,3,118,2003
2,4,118,2003
2,4,118,2003
2,3,118,2003
1,2,118,2003
3,4,118,2003
1,2,118,2003
1,1,118,2003
1,3,118,2003
2,3,118,2003
1,NA,118,2003
2,2,118,2003
4,4,118,2003
1,1,118,2003
4,4,118,2003
4,4,118,2003
2,4,118,2003
1,4,118,2003
2,4,118,2003
4,4,118,2003
4,4,118,2003
3,4,118,2003
2,4,118,2003
4,4,118,2003
2,4,118,2003
1,3,118,2003
2,3,118,2003
1,3,118,2003
2,NA,118,2003
4,4,118,2003
2,3,118,2003
4,4,118,2003
1,3,118,2003
2,2,118,2003
1,3,118,2003
3,3,118,2003
2,4,118,2003
1,2,118,2003
2,3,118,2003
4,4,118,2003
1,3,118,2003
1,NA,118,2003
1,2,118,2003
4,4,118,2003
3,4,118,2003
1,3,118,2003
2,3,118,2003
1,2,118,2003
2,2,118,2003
4,4,118,2003
1,2,118,2003
1,2,118,2003
2,4,118,2003
1,4,118,2003
2,2,118,2003
4,4,118,2003
2,3,118,2003
2,3,118,2003
2,NA,118,2003
4,4,118,2003
1,3,118,2003
3,2,118,2003
1,4,118,2003
2,2,118,2003
1,4,118,2003
1,2,118,2003
1,4,118,2003
1,3,118,2003
1,2,118,2003
3,3,118,2003
3,4,118,2003
1,4,118,2003
4,4,118,2003
2,4,118,2003
2,2,118,2003
2,3,118,2003
2,3,118,2003
1,3,118,2003
2,2,118,2003
1,4,118,2003
4,4,118,2003
4,4,118,2003
3,3,118,2003
3,4,118,2003
2,2,118,2003
2,3,118,2003
1,3,118,2003
4,3,118,2003
4,4,118,2003
1,4,118,2003
1,1,118,2003
4,4,118,2003
1,3,118,2003
1,1,118,2003
2,1,118,2003
4,4,118,2003
1,4,118,2003
4,4,118,2003
2,3,118,2003
1,1,118,2003
1,2,118,2003
1,3,118,2003
2,2,118,2003
1,1,118,2003
1,2,118,2003
1,2,118,2003
2,2,118,2003
2,3,118,2003
3,3,118,2003
1,2,118,2003
1,4,118,2003
1,3,118,2003
4,4,118,2003
2,2,118,2003
1,NA,118,2003
4,4,118,2003
1,2,118,2003
1,1,118,2003
1,NA,118,2003
4,4,118,2003
2,4,118,2003
1,2,118,2003
1,4,118,2003
2,4,118,2003
3,4,118,2003
2,3,118,2003
1,3,118,2003
1,1,118,2003
2,3,118,2003
1,1,118,2003
1,2,118,2003
1,3,118,2003
4,4,118,2003
1,1,118,2003
1,2,118,2003
1,1,118,2003
1,4,118,2003
1,3,118,2003
1,2,118,2003
4,4,118,2003
2,2,118,2003
1,2,118,2003
2,2,118,2003
3,4,118,2003
1,4,118,2003
1,NA,118,2003
4,3,118,2003
1,2,118,2003
1,2,118,2003
4,3,118,2003
2,4,118,2003
1,1,118,2003
2,2,118,2003
1,4,118,2003
2,2,118,2003
2,1,118,2003
1,3,118,2003
2,2,118,2003
1,1,118,2003
2,2,118,2003
2,2,118,2003
3,4,118,2003
2,3,118,2003
2,2,118,2003
1,3,118,2003
3,4,118,2003
1,2,118,2003
1,4,118,2003
2,4,118,2003
2,2,118,2003
2,2,118,2003
1,2,118,2003
1,2,118,2003
1,4,118,2003
2,2,118,2003
1,3,118,2003
4,4,118,2003
2,2,118,2003
1,2,118,2003
2,2,118,2003
3,3,118,2003
1,3,118,2003
1,3,118,2003
1,4,118,2003
2,3,118,2003
1,NA,118,2003
4,4,118,2003
2,3,118,2003
1,2,118,2003
4,4,118,2003
1,4,118,2003
4,4,118,2003
2,4,119,2003
4,4,119,2003
1,1,119,2003
4,4,119,2003
3,4,119,2003
1,NA,119,2003
4,4,119,2003
1,1,119,2003
1,2,119,2003
4,4,119,2003
1,1,119,2003
4,2,119,2003
2,2,119,2003
1,2,119,2003
1,1,119,2003
3,3,119,2003
1,3,119,2003
4,4,119,2003
1,1,119,2003
3,4,119,2003
4,2,119,2003
2,3,119,2003
2,3,119,2003
1,1,119,2003
1,2,119,2003
1,1,119,2003
4,4,119,2003
1,4,119,2003
1,4,119,2003
4,4,119,2003
1,1,119,2003
3,3,119,2003
2,2,119,2003
4,4,119,2003
4,4,119,2003
4,4,119,2003
4,4,119,2003
1,1,119,2003
1,3,119,2003
4,4,119,2003
1,3,119,2003
2,4,119,2003
1,4,119,2003
1,4,119,2003
2,3,119,2003
1,3,119,2003
1,4,119,2003
4,4,119,2003
1,2,119,2003
4,4,119,2003
2,2,119,2003
1,1,119,2003
1,2,119,2003
2,4,119,2003
1,1,119,2003
4,4,119,2003
4,4,119,2003
2,3,119,2003
1,2,119,2003
4,2,119,2003
1,1,119,2003
4,1,119,2003
1,1,119,2003
3,3,119,2003
3,3,119,2003
4,4,119,2003
4,4,119,2003
1,1,119,2003
4,4,119,2003
4,4,119,2003
1,2,119,2003
2,3,119,2003
1,2,119,2003
4,1,119,2003
4,4,119,2003
2,4,119,2003
2,2,119,2003
1,1,119,2003
1,1,119,2003
4,4,119,2003
1,2,119,2003
4,3,119,2003
4,4,119,2003
2,3,119,2003
1,4,119,2003
4,4,119,2003
1,3,119,2003
2,4,119,2003
4,4,119,2003
4,4,119,2003
2,1,119,2003
1,4,119,2003
1,2,119,2003
1,2,119,2003
4,4,119,2003
1,4,119,2003
4,4,119,2003
1,2,119,2003
1,2,119,2003
1,2,119,2003
2,4,119,2003
2,3,119,2003
1,2,119,2003
1,2,119,2003
3,4,119,2003
4,4,119,2003
1,4,119,2003
2,4,119,2003
1,2,119,2003
2,2,119,2003
1,1,119,2003
2,2,119,2003
2,3,119,2003
4,4,119,2003
4,4,119,2003
4,4,119,2003
1,4,119,2003
2,2,119,2003
4,4,119,2003
4,4,119,2003
3,4,119,2003
1,2,119,2003
2,4,119,2003
4,4,119,2003
2,4,119,2003
1,2,119,2003
1,4,119,2003
1,1,119,2003
2,2,119,2003
1,1,119,2003
2,3,119,2003
1,1,119,2003
4,4,119,2003
2,3,119,2003
2,3,119,2003
2,2,119,2003
1,1,119,2003
4,4,119,2003
1,1,119,2003
4,4,119,2003
3,4,119,2003
1,1,119,2003
1,3,119,2003
1,2,119,2003
2,2,119,2003
1,1,119,2003
3,3,119,2003
2,3,119,2003
3,4,119,2003
1,4,119,2003
2,1,119,2003
1,2,119,2003
2,4,119,2003
2,4,119,2003
1,4,119,2003
1,1,119,2003
1,3,119,2003
2,3,119,2003
4,4,119,2003
4,3,119,2003
1,2,119,2003
2,3,119,2003
1,4,119,2003
4,4,119,2003
4,4,119,2003
1,2,119,2003
2,2,119,2003
3,3,119,2003
4,4,119,2003
2,3,119,2003
1,2,119,2003
2,2,119,2003
2,4,119,2003
2,4,119,2003
1,1,119,2003
4,4,119,2003
1,4,119,2003
2,2,119,2003
4,4,119,2003
2,3,119,2003
2,4,119,2003
1,3,119,2003
1,2,119,2003
4,4,119,2003
1,1,119,2003
1,1,119,2003
2,4,119,2003
2,4,119,2003
4,4,119,2003
2,4,119,2003
1,3,119,2003
2,4,119,2003
1,2,119,2003
4,3,119,2003
2,4,119,2003
3,3,119,2003
4,4,119,2003
1,2,119,2003
2,2,119,2003
1,NA,119,2003
1,1,119,2003
2,2,119,2003
4,4,119,2003
1,4,119,2003
2,NA,119,2003
1,2,119,2003
1,2,119,2003
2,2,119,2003
3,2,119,2003
1,2,119,2003
4,4,119,2003
1,1,119,2003
1,1,119,2003
2,3,119,2003
1,3,119,2003
2,2,119,2003
4,4,119,2003
1,2,119,2003
4,4,119,2003
3,4,119,2003
1,2,119,2003
4,4,119,2003
3,4,119,2003
4,4,119,2003
2,2,119,2003
4,4,119,2003
3,4,119,2003
1,4,119,2003
1,4,119,2003
1,4,119,2003
1,1,119,2003
1,2,119,2003
3,4,119,2003
1,2,119,2003
3,4,119,2003
2,4,119,2003
4,4,119,2003
1,2,119,2003
4,4,119,2003
3,3,119,2003
2,2,119,2003
3,4,119,2003
1,2,119,2003
2,2,119,2003
1,2,119,2003
1,2,119,2003
1,1,119,2003
1,2,119,2003
1,2,119,2003
2,2,119,2003
1,2,119,2003
2,3,119,2003
3,3,119,2003
1,2,119,2003
2,3,119,2003
2,4,119,2003
1,2,119,2003
2,2,119,2003
1,1,119,2003
1,3,119,2003
2,2,119,2003
2,3,119,2003
2,4,119,2003
2,3,119,2003
4,4,119,2003
1,1,119,2003
2,2,119,2003
2,2,119,2003
4,4,119,2003
1,2,119,2003
2,4,119,2003
2,4,119,2003
3,4,119,2003
1,2,119,2003
2,4,119,2003
2,3,119,2003
1,2,119,2003
2,4,119,2003
2,4,119,2003
1,2,119,2003
1,1,119,2003
2,3,119,2003
1,1,119,2003
2,4,119,2003
3,4,119,2003
2,3,119,2003
2,3,119,2003
3,3,119,2003
2,1,119,2003
1,1,119,2003
4,4,119,2003
1,1,119,2003
1,1,119,2003
2,2,119,2003
1,4,119,2003
1,1,119,2003
1,2,119,2003
2,2,119,2003
1,2,119,2003
2,3,119,2003
1,1,119,2003
4,4,119,2003
2,3,119,2003
2,4,119,2003
1,NA,119,2003
2,3,119,2003
2,3,119,2003
1,4,119,2003
4,4,119,2003
1,1,119,2003
4,4,119,2003
1,3,119,2003
3,4,119,2003
4,4,119,2003
4,4,119,2003
2,3,119,2003
2,3,119,2003
4,4,119,2003
2,3,119,2003
4,4,119,2003
1,2,119,2003
1,2,119,2003
4,4,119,2003
2,1,119,2003
1,3,119,2003
1,3,119,2003
3,3,119,2003
1,3,119,2003
2,3,119,2003
1,1,119,2003
3,4,119,2003
2,4,119,2003
2,2,119,2003
1,2,119,2003
1,1,119,2003
4,4,119,2003
2,3,119,2003
3,4,119,2003
3,2,119,2003
4,4,119,2003
1,2,119,2003
3,4,119,2003
2,3,119,2003
1,NA,119,2003
1,2,119,2003
1,2,119,2003
1,3,119,2003
4,4,119,2003
2,4,119,2003
2,3,119,2003
3,3,119,2003
2,4,119,2003
1,1,119,2003
1,3,119,2003
3,4,119,2003
3,4,119,2003
4,4,119,2003
3,4,119,2003
2,4,119,2003
1,2,119,2003
2,4,119,2003
2,4,119,2003
2,4,119,2003
1,1,119,2003
2,4,119,2003
1,3,119,2003
3,4,119,2003
4,4,119,2003
2,4,119,2003
1,3,119,2003
1,2,119,2003
2,NA,119,2003
3,4,119,2003
1,3,119,2003
3,4,119,2003
2,2,119,2003
2,3,119,2003
1,4,119,2003
4,4,119,2003
3,4,119,2003
3,3,119,2003
1,3,119,2003
1,2,119,2003
1,3,119,2003
3,4,119,2003
1,1,119,2003
2,4,119,2003
3,4,119,2003
1,3,119,2003
2,4,119,2003
2,3,119,2003
2,3,119,2003
2,NA,119,2003
4,3,119,2003
2,2,119,2003
2,4,119,2003
2,2,119,2003
2,4,119,2003
1,1,119,2003
2,4,119,2003
1,2,119,2003
2,3,119,2003
4,4,119,2003
1,3,119,2003
4,2,119,2003
1,2,119,2003
1,3,119,2003
2,4,119,2003
1,NA,119,2003
1,3,119,2003
1,1,119,2003
2,3,119,2003
2,3,119,2003
1,2,119,2003
1,4,119,2003
4,4,119,2003
1,2,119,2003
4,4,119,2003
4,4,119,2003
2,2,119,2003
1,3,119,2003
4,4,119,2003
2,2,119,2003
2,3,119,2003
1,1,119,2003
1,1,119,2003
2,3,119,2003
1,2,119,2003
2,3,119,2003
1,2,119,2003
4,3,119,2003
4,4,119,2003
1,4,119,2003
2,3,119,2003
2,4,119,2003
3,3,119,2003
1,3,119,2003
1,1,119,2003
4,3,119,2003
1,2,119,2003
1,1,119,2003
2,3,119,2003
3,4,119,2003
1,1,119,2003
1,1,119,2003
1,2,119,2003
2,3,119,2003
4,4,119,2003
2,2,119,2003
1,2,119,2003
1,3,119,2003
1,3,119,2003
1,1,119,2003
4,2,119,2003
2,4,119,2003
2,2,119,2003
1,4,119,2003
1,2,119,2003
2,2,119,2003
2,2,119,2003
2,2,119,2003
2,3,119,2003
3,4,119,2003
3,3,119,2003
1,2,119,2003
1,3,119,2003
3,3,119,2003
3,4,119,2003
4,4,119,2003
1,2,119,2003
2,3,119,2003
1,1,119,2003
1,1,119,2003
2,3,119,2003
4,4,119,2003
1,1,119,2003
2,2,119,2003
4,4,119,2003
2,2,119,2003
1,2,119,2003
2,3,119,2003
1,4,119,2003
3,4,119,2003
1,2,119,2003
2,2,119,2003
1,1,119,2003
1,2,119,2003
3,4,119,2003
4,4,119,2003
2,2,120,2004
4,4,120,2004
2,4,120,2004
4,4,120,2004
2,2,120,2004
2,4,120,2004
2,3,120,2004
3,4,120,2004
4,4,120,2004
4,4,120,2004
1,2,120,2004
4,1,120,2004
4,4,120,2004
3,4,120,2004
1,2,120,2004
1,3,120,2004
1,1,120,2004
2,3,120,2004
1,2,120,2004
2,4,120,2004
1,2,120,2004
2,3,120,2004
1,3,120,2004
1,4,120,2004
3,2,120,2004
1,2,120,2004
2,3,120,2004
4,4,120,2004
2,3,120,2004
1,3,120,2004
1,1,120,2004
1,2,120,2004
1,1,120,2004
4,4,120,2004
2,2,120,2004
2,4,120,2004
2,4,120,2004
2,4,120,2004
2,3,120,2004
2,3,120,2004
2,4,120,2004
1,2,120,2004
2,4,120,2004
1,2,120,2004
2,4,120,2004
2,3,120,2004
4,4,120,2004
3,4,120,2004
1,2,120,2004
4,4,120,2004
1,2,120,2004
2,2,120,2004
1,2,120,2004
2,4,120,2004
4,4,120,2004
1,3,120,2004
1,3,120,2004
1,1,120,2004
2,4,120,2004
3,4,120,2004
1,4,120,2004
2,2,120,2004
4,4,120,2004
1,2,120,2004
2,3,120,2004
4,4,120,2004
2,3,120,2004
4,4,120,2004
1,NA,120,2004
2,3,120,2004
2,3,120,2004
1,1,120,2004
3,2,120,2004
2,3,120,2004
1,1,120,2004
1,NA,120,2004
2,NA,120,2004
4,4,120,2004
2,2,120,2004
4,4,120,2004
3,4,120,2004
4,4,120,2004
2,2,120,2004
1,NA,120,2004
2,4,120,2004
1,2,120,2004
3,4,120,2004
1,NA,120,2004
2,4,120,2004
2,2,120,2004
1,2,120,2004
1,2,120,2004
1,2,120,2004
2,3,120,2004
2,3,120,2004
3,3,120,2004
1,3,120,2004
2,2,120,2004
1,2,120,2004
4,4,120,2004
1,3,120,2004
1,2,120,2004
1,4,120,2004
3,3,120,2004
2,NA,120,2004
2,2,120,2004
2,NA,120,2004
2,3,120,2004
1,1,120,2004
3,3,120,2004
1,1,120,2004
1,3,120,2004
1,NA,120,2004
2,2,120,2004
2,2,120,2004
2,4,120,2004
2,3,120,2004
1,2,120,2004
1,1,120,2004
2,3,120,2004
2,4,120,2004
1,3,120,2004
3,4,120,2004
4,4,120,2004
2,2,120,2004
1,3,120,2004
1,2,120,2004
3,4,120,2004
2,3,120,2004
1,2,120,2004
2,NA,120,2004
1,2,120,2004
1,2,120,2004
2,3,120,2004
1,1,120,2004
2,2,120,2004
3,3,120,2004
2,3,120,2004
2,3,120,2004
2,3,120,2004
2,2,120,2004
1,3,120,2004
2,2,120,2004
1,2,120,2004
2,3,120,2004
2,4,120,2004
2,4,120,2004
3,3,120,2004
3,3,120,2004
1,4,120,2004
3,3,120,2004
1,1,120,2004
1,1,120,2004
1,2,120,2004
1,2,120,2004
1,2,120,2004
1,NA,120,2004
2,2,120,2004
1,2,120,2004
4,4,120,2004
2,3,120,2004
2,2,120,2004
3,4,120,2004
2,2,120,2004
4,4,120,2004
2,2,120,2004
2,2,120,2004
2,2,120,2004
2,1,120,2004
2,3,120,2004
1,1,120,2004
1,2,120,2004
1,2,120,2004
4,4,120,2004
3,4,120,2004
1,3,120,2004
1,3,120,2004
2,2,120,2004
1,3,120,2004
2,1,120,2004
1,NA,120,2004
1,3,120,2004
2,2,120,2004
1,2,120,2004
1,2,120,2004
4,4,120,2004
2,3,120,2004
2,4,120,2004
1,1,120,2004
2,4,120,2004
1,2,120,2004
2,4,120,2004
1,2,120,2004
1,2,120,2004
